Competência;Temática;Título;Instituição;Modalidade;Carga Horária;Público-Alvo;Link
kodksaosk;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/773
dfkdpfkpoakdf;Gestão de pessoas;COMUNICAÇÃO NÃO-VIOLENTA: BASES E APLICAÇÕES NA ERA DO TRABALHO REMOTO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;18 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1181/?area=3
fddijfioajofijdsa;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/957
dfifjia;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;133 h/a;Gestores;https://www.escolavirtual.gov.br/certificacao/121
dfkkap;ÉTICA;INTRODUÇÃO À GESTÃO E APURAÇÃO DA ÉTICA PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;;24 h/a;Gestores;https://www.escolavirtual.gov.br/curso/347/
kokokapoakpd;ÉTICA;ÉTICA PROFISSIONAL DO SERVIÇO PÚBLICO NA RECEITA FEDERAL DO BRASIL;https://acad-inpi.github.io/black/enap-logo.png;;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/232/
kodksaosk;Linguagem Simples;PRIMEIROS PASSOS PARA USO DE LINGUAGEM SIMPLES;https://acad-inpi.github.io/black/enap-logo.png;EAD;8 h/a;Gestores;https://www.escolavirtual.gov.br/curso/315
dfkdpfkpoakdf;Linguagem Simples;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/332
fddijfioajofijdsa;Redação Oficial;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/477
dfifjia;Redação Oficial;REDAÇÃO OFICIAL E NOÇÕES DE SEI E SUAS APLICAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/563
dfkkap;Redação Oficial;UX WRITING PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/813
kokokapoakpd;Gestão de Projetos;DOMINANDO A GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2026/?area=8
kodksaosk;Gestão de Projetos;PENSAMENTO ÁGIL EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;17 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2029/?area=8
dfkdpfkpoakdf;Gestão de Projetos;PRIORIZANDO E SELECIONANDO PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;18 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2035/?area=8
fddijfioajofijdsa;Gestão de Projetos;TRANSFORMANDO IDEIAQS EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;17 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2024/?area=8
dfifjia;Gestão de Projetos;GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/787
dfkkap;Gestão de Projetos;GERENCIAMENTO DE PROJETOS NA PRÁTICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/680
kokokapoakpd;Gestão de Projetos;PRINCE2 - OUTRA MANEIRA DE GERENCIAR PROJETOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/723
kodksaosk;Gestão de Projetos;ÁGIL NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;15 h/a;Gestores;https://www.escolavirtual.gov.br/curso/317
dfkdpfkpoakdf;Gestão de Projetos;SCRUM NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;15 h/a;Gestores;https://www.escolavirtual.gov.br/curso/395
fddijfioajofijdsa;Gestão de Projetos;INTRODUÇÃO À GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/104
dfifjia;Gestão de Projetos;INOVANDO NA GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/956
dfkkap;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;133 h/a;Gestores;https://www.escolavirtual.gov.br/certificacao/121
kokokapoakpd;Avaliação da Qualidade de Serviços;AVALIAÇÃO DA QUALIDADE DE SERVIÇOS COMO BASE PARA GESTÃO E MELHORIA DE SERVIÇOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;EAD; h/a;Gestores;https://www.escolavirtual.gov.br/curso/368
kodksaosk;Pesquisa com usuários;UX: COMO MELHORAR A EXPERIÊNCIA DO USUÁRIO NO SERVIÇO PÚBLICO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/537
dfkdpfkpoakdf;Pesquisa com usuários;USER RESEARCH: ENTENDENDO AS NECESSIDADES DOS USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2075/?area=11
fddijfioajofijdsa;Pesquisa com usuários;USER RESEARCH: AVALIANDO PROJETOS COM USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2107/?area=11
dfifjia;Planilhas eletrônicas;INTRODUÇÃO AO EXCEL ;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/459
dfkkap;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;32 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2016/?area=2
kokokapoakpd;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/840
kodksaosk;DADOS;USO DE EVIDÊNCIAS PARA TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;22 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2065/?area=2
dfkdpfkpoakdf;DADOS;BIG DATA EM APOIO À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/800
fddijfioajofijdsa;DADOS;ESTATÍSTICA PARA ANÁLISE DE DADOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/930
dfifjia;DADOS;VISUALIZAÇÃO DE DADOS APLICADA À TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/802
dfkkap;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;EAD;23 h/a;Gestores;https://www.escolavirtual.gov.br/curso/764
kokokapoakpd;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/406
kodksaosk;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/424/
dfkdpfkpoakdf;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/518/
fddijfioajofijdsa;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/679/
dfifjia;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/797/
dfkkap;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1710/?area=8
kokokapoakpd;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2064/?area=8
kodksaosk;Direito Administrativo;PRATICANDO O DIREITO ADMINISTRATIVO NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1290/?area=9
dfkdpfkpoakdf;Gestão de pessoas;COMUNICAÇÃO NÃO-VIOLENTA: BASES E APLICAÇÕES NA ERA DO TRABALHO REMOTO ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;18 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1181/?area=3
fddijfioajofijdsa;Gestão de pessoas;HABILIDADES DE GESTÃO DE PESSOAS ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;23 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2023/?area=3
dfifjia;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2049/?area=3
dfkkap;Gestão de pessoas;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2086/?area=7
kokokapoakpd;Gestão de pessoas;LIDERANÇA HUMANIZADA: MODELAGEM DE PAPÉIS ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2093/?area=20
kodksaosk;Gestão de pessoas;DESENVOLVIMENTO DE EQUIPES;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1422/?area=7
dfkdpfkpoakdf;Gestão de pessoas;GESTÃO DA MUDANÇA;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2057/?area=9
fddijfioajofijdsa;Gestão de pessoas;SÍNDROME DO IMPOSTOR: PADRÕES QUE MINAM SUA CONFIANÇA NA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;15 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2102/?area=3
dfifjia;Gestão de pessoas;RELAÇÕES INTERPESSOAIS E FEEDBACK;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2007/?area=3
dfkkap;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/957
kokokapoakpd;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/773
kodksaosk;Gestão de pessoas;COMUNICAÇÃO NÃO VIOLENTA;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/463
dfkdpfkpoakdf;Gestão de pessoas;DESENVOLVENDO TIMES DE ALTA PERFORMANCE;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/356
fddijfioajofijdsa;Gestão de pessoas;GESTÃO PESSOAL - BASE DA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;EAD;50 h/a;Gestores;https://www.escolavirtual.gov.br/curso/163
dfifjia;Gestão de pessoas;INTELIGÊNCIA EMOCIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;50 h/a;Gestores;https://www.escolavirtual.gov.br/curso/318
dfkkap;Gestão Documental;SISTEMA ELETRÔNICO DE INFORMAÇÕES - SEI! USAR;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/74
kokokapoakpd;Linguagem Simples;PRIMEIROS PASSOS PARA USO DE LINGUAGEM SIMPLES;https://acad-inpi.github.io/black/enap-logo.png;EAD;8 h/a;Gestores;https://www.escolavirtual.gov.br/curso/315
kodksaosk;Linguagem Simples;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/332
dfkdpfkpoakdf;Gestão de Projetos;DOMINANDO A GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2026/?area=8
fddijfioajofijdsa;Gestão de Projetos;PENSAMENTO ÁGIL EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;17 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2029/?area=8
dfifjia;Gestão de Projetos;PRIORIZANDO E SELECIONANDO PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;18 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2035/?area=8
dfkkap;Gestão de Projetos;TRANSFORMANDO IDEIAQS EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;17 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2024/?area=8
kokokapoakpd;Gestão de Projetos;GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/787
kodksaosk;Gestão de Projetos;GERENCIAMENTO DE PROJETOS NA PRÁTICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/680
dfkdpfkpoakdf;Gestão de Projetos;PRINCE2 - OUTRA MANEIRA DE GERENCIAR PROJETOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/723
fddijfioajofijdsa;Gestão de Projetos;ÁGIL NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;15 h/a;Gestores;https://www.escolavirtual.gov.br/curso/317
dfifjia;Gestão de Projetos;SCRUM NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;15 h/a;Gestores;https://www.escolavirtual.gov.br/curso/395
dfkkap;Gestão de Projetos;INTRODUÇÃO À GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/104
kokokapoakpd;Gestão de Projetos;INOVANDO NA GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/956
kodksaosk;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;133 h/a;Gestores;https://www.escolavirtual.gov.br/certificacao/121
dfkdpfkpoakdf;Avaliação da Qualidade de Serviços;AVALIAÇÃO DA QUALIDADE DE SERVIÇOS COMO BASE PARA GESTÃO E MELHORIA DE SERVIÇOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;EAD; h/a;Gestores;https://www.escolavirtual.gov.br/curso/368
fddijfioajofijdsa;Pesquisa com usuários;UX: COMO MELHORAR A EXPERIÊNCIA DO USUÁRIO NO SERVIÇO PÚBLICO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/537
dfifjia;Pesquisa com usuários;USER RESEARCH: ENTENDENDO AS NECESSIDADES DOS USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2075/?area=11
dfkkap;Pesquisa com usuários;USER RESEARCH: AVALIANDO PROJETOS COM USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2107/?area=11
kokokapoakpd;Planilhas eletrônicas;INTRODUÇÃO AO EXCEL ;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/459
kodksaosk;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;32 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2016/?area=2
dfkdpfkpoakdf;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/840
fddijfioajofijdsa;DADOS;USO DE EVIDÊNCIAS PARA TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;22 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2065/?area=2
dfifjia;DADOS;BIG DATA EM APOIO À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/800
dfkkap;DADOS;ESTATÍSTICA PARA ANÁLISE DE DADOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/930
kokokapoakpd;DADOS;VISUALIZAÇÃO DE DADOS APLICADA À TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/802
kodksaosk;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;EAD;23 h/a;Gestores;https://www.escolavirtual.gov.br/curso/764
dfkdpfkpoakdf;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/406
fddijfioajofijdsa;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/424/
dfifjia;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/518/
dfkkap;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/679/
kokokapoakpd;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/797/
kodksaosk;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1710/?area=8
dfkdpfkpoakdf;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2064/?area=8
fddijfioajofijdsa;Direito Administrativo;PRATICANDO O DIREITO ADMINISTRATIVO NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1290/?area=9
dfifjia;Gestão de pessoas;COMUNICAÇÃO NÃO-VIOLENTA: BASES E APLICAÇÕES NA ERA DO TRABALHO REMOTO ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;18 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1181/?area=3
dfkkap;Gestão de pessoas;HABILIDADES DE GESTÃO DE PESSOAS ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;23 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2023/?area=3
kokokapoakpd;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2049/?area=3
kodksaosk;Gestão de pessoas;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2086/?area=7
dfkdpfkpoakdf;Gestão de pessoas;LIDERANÇA HUMANIZADA: MODELAGEM DE PAPÉIS ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2093/?area=20
fddijfioajofijdsa;Gestão de pessoas;DESENVOLVIMENTO DE EQUIPES;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1422/?area=7
dfifjia;Gestão de pessoas;GESTÃO DA MUDANÇA;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2057/?area=9
dfkkap;Gestão de pessoas;SÍNDROME DO IMPOSTOR: PADRÕES QUE MINAM SUA CONFIANÇA NA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;15 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2102/?area=3
kokokapoakpd;Gestão de pessoas;RELAÇÕES INTERPESSOAIS E FEEDBACK;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2007/?area=3
kodksaosk;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/957
dfkdpfkpoakdf;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/773
fddijfioajofijdsa;Gestão de pessoas;COMUNICAÇÃO NÃO VIOLENTA;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/463
dfifjia;Gestão de pessoas;DESENVOLVENDO TIMES DE ALTA PERFORMANCE;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/356
dfkkap;Gestão de pessoas;GESTÃO PESSOAL - BASE DA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;EAD;50 h/a;Gestores;https://www.escolavirtual.gov.br/curso/163
kokokapoakpd;Gestão de pessoas;INTELIGÊNCIA EMOCIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;50 h/a;Gestores;https://www.escolavirtual.gov.br/curso/318
kodksaosk;Gestão do Tempo;ESTRATÉGIAS DE PRODUTIVIDADE: CLAREZA, PROPÓSITO E PRIORIZAÇÃO DE TAREFAS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/444
dfkdpfkpoakdf;Gestão do Tempo;GESTÃO DO TEMPO E PRODUTIVIDADE;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/468
fddijfioajofijdsa;Gestão do Tempo;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/475
dfifjia;Tecnologia da Informação;APRENDENDO COM PYTHON ;https://acad-inpi.github.io/black/enap-logo.png;;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/629
dfkkap;Tecnologia da Informação;INTELIGÊNCIA ARTIFICIAL PARA LÍDERES;https://acad-inpi.github.io/black/enap-logo.png;;30 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2480/?area=11
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2070/?area=8
kodksaosk;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/923/
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/300/
fddijfioajofijdsa;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/409/
dfifjia;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/724/
dfkkap;Tecnologia da Informação;INTELIGÊNCIA ARTIFICIAL PARA SIMPLIFICAR O DIA A DIA;https://acad-inpi.github.io/black/enap-logo.png;;4 h/a;Gestores;https://www.escolavirtual.gov.br/curso/861
