Competência;Temática;Título;Instituição;Carga Horária;LINK;MODALIDADE
dfifjia;Gestão de pessoas;RELAÇÕES INTERPESSOAIS E FEEDBACK;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2007/?area=3;REMOTO
dfkkap;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/957;EAD
kokokapoakpd;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/773;EAD
kodksaosk;Gestão de pessoas;COMUNICAÇÃO NÃO VIOLENTA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/463;EAD
dfkdpfkpoakdf;Gestão de pessoas;DESENVOLVENDO TIMES DE ALTA PERFORMANCE;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/356;EAD
fddijfioajofijdsa;Gestão de pessoas;GESTÃO PESSOAL - BASE DA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;50 h/a;https://www.escolavirtual.gov.br/curso/163;EAD
dfifjia;Gestão de pessoas;INTELIGÊNCIA EMOCIONAL;https://acad-inpi.github.io/black/enap-logo.png;50 h/a;https://www.escolavirtual.gov.br/curso/318;EAD
dfkkap;Gestão Documental;SISTEMA ELETRÔNICO DE INFORMAÇÕES - SEI! USAR;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/74;EAD
kokokapoakpd;Linguagem Simples;PRIMEIROS PASSOS PARA USO DE LINGUAGEM SIMPLES;https://acad-inpi.github.io/black/enap-logo.png;8 h/a;https://www.escolavirtual.gov.br/curso/315;EAD
kodksaosk;Linguagem Simples;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/332;EAD
dfkdpfkpoakdf;Gestão de Projetos;DOMINANDO A GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2026/?area=8;REMOTO
fddijfioajofijdsa;Gestão de Projetos;PENSAMENTO ÁGIL EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;17 h/a;https://suap.enap.gov.br/vitrine/curso/2029/?area=8;REMOTO
dfifjia;Gestão de Projetos;PRIORIZANDO E SELECIONANDO PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;18 h/a;https://suap.enap.gov.br/vitrine/curso/2035/?area=8;REMOTO
dfkkap;Gestão de Projetos;TRANSFORMANDO IDEIAQS EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;17 h/a;https://suap.enap.gov.br/vitrine/curso/2024/?area=8;REMOTO
kokokapoakpd;Gestão de Projetos;GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/787;EAD
kodksaosk;Gestão de Projetos;GERENCIAMENTO DE PROJETOS NA PRÁTICA;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/680;EAD
dfkdpfkpoakdf;Gestão de Projetos;PRINCE2 - OUTRA MANEIRA DE GERENCIAR PROJETOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/723;EAD
fddijfioajofijdsa;Gestão de Projetos;ÁGIL NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/317;EAD
dfifjia;Gestão de Projetos;SCRUM NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/395;EAD
dfkkap;Gestão de Projetos;INTRODUÇÃO À GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/104;EAD
kokokapoakpd;Gestão de Projetos;INOVANDO NA GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/956;EAD
kodksaosk;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;133 h/a;https://www.escolavirtual.gov.br/certificacao/121;EAD
dfkdpfkpoakdf;Avaliação da Qualidade de Serviços;AVALIAÇÃO DA QUALIDADE DE SERVIÇOS COMO BASE PARA GESTÃO E MELHORIA DE SERVIÇOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png; h/a;https://www.escolavirtual.gov.br/curso/368;EAD
fddijfioajofijdsa;Pesquisa com usuários;UX: COMO MELHORAR A EXPERIÊNCIA DO USUÁRIO NO SERVIÇO PÚBLICO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/537;EAD
dfifjia;Pesquisa com usuários;USER RESEARCH: ENTENDENDO AS NECESSIDADES DOS USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2075/?area=11;REMOTO
dfkkap;Pesquisa com usuários;USER RESEARCH: AVALIANDO PROJETOS COM USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2107/?area=11;REMOTO
kokokapoakpd;Planilhas eletrônicas;INTRODUÇÃO AO EXCEL ;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/459;EAD
kodksaosk;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
dfkdpfkpoakdf;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
fddijfioajofijdsa;DADOS;USO DE EVIDÊNCIAS PARA TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;22 h/a;https://suap.enap.gov.br/vitrine/curso/2065/?area=2;REMOTO
dfifjia;DADOS;BIG DATA EM APOIO À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/800;EAD
dfkkap;DADOS;ESTATÍSTICA PARA ANÁLISE DE DADOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/930;EAD
kokokapoakpd;DADOS;VISUALIZAÇÃO DE DADOS APLICADA À TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/802;EAD
kodksaosk;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://www.escolavirtual.gov.br/curso/764;EAD
dfkdpfkpoakdf;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/406;EAD
fddijfioajofijdsa;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/424/;EAD
dfifjia;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/518/;EAD
dfkkap;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/679/;EAD
kokokapoakpd;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/797/;EAD
kodksaosk;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;REMOTO
dfkdpfkpoakdf;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2064/?area=8;REMOTO
fddijfioajofijdsa;Direito Administrativo;PRATICANDO O DIREITO ADMINISTRATIVO NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1290/?area=9;EAD
dfifjia;Gestão de pessoas;COMUNICAÇÃO NÃO-VIOLENTA: BASES E APLICAÇÕES NA ERA DO TRABALHO REMOTO ;https://acad-inpi.github.io/black/enap-logo.png;18 h/a;https://suap.enap.gov.br/vitrine/curso/1181/?area=3;REMOTO
dfkkap;Gestão de pessoas;HABILIDADES DE GESTÃO DE PESSOAS ;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://suap.enap.gov.br/vitrine/curso/2023/?area=3;REMOTO
kokokapoakpd;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2049/?area=3;REMOTO
kodksaosk;Gestão de pessoas;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2086/?area=7;REMOTO
dfkdpfkpoakdf;Gestão de pessoas;LIDERANÇA HUMANIZADA: MODELAGEM DE PAPÉIS ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2093/?area=20;REMOTO
fddijfioajofijdsa;Gestão de pessoas;DESENVOLVIMENTO DE EQUIPES;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1422/?area=7;REMOTO
dfifjia;Gestão de pessoas;GESTÃO DA MUDANÇA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2057/?area=9;REMOTO
dfkkap;Gestão de pessoas;SÍNDROME DO IMPOSTOR: PADRÕES QUE MINAM SUA CONFIANÇA NA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://suap.enap.gov.br/vitrine/curso/2102/?area=3;REMOTO
kokokapoakpd;Gestão de pessoas;RELAÇÕES INTERPESSOAIS E FEEDBACK;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2007/?area=3;REMOTO
kodksaosk;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/957;EAD
dfkdpfkpoakdf;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/773;EAD
fddijfioajofijdsa;Gestão de pessoas;COMUNICAÇÃO NÃO VIOLENTA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/463;EAD
dfifjia;Gestão de pessoas;DESENVOLVENDO TIMES DE ALTA PERFORMANCE;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/356;EAD
dfkkap;Gestão de pessoas;GESTÃO PESSOAL - BASE DA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;50 h/a;https://www.escolavirtual.gov.br/curso/163;EAD
kokokapoakpd;Gestão de pessoas;INTELIGÊNCIA EMOCIONAL;https://acad-inpi.github.io/black/enap-logo.png;50 h/a;https://www.escolavirtual.gov.br/curso/318;EAD
kodksaosk;Gestão do Tempo;ESTRATÉGIAS DE PRODUTIVIDADE: CLAREZA, PROPÓSITO E PRIORIZAÇÃO DE TAREFAS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/444;EAD
dfkdpfkpoakdf;Gestão do Tempo;GESTÃO DO TEMPO E PRODUTIVIDADE;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/468;EAD
fddijfioajofijdsa;Gestão do Tempo;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/475;EAD
dfifjia;Tecnologia da Informação;APRENDENDO COM PYTHON ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/629;
dfkkap;Tecnologia da Informação;INTELIGÊNCIA ARTIFICIAL PARA LÍDERES;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://suap.enap.gov.br/vitrine/curso/2480/?area=11;
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;REMOTO
kodksaosk;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/923/;EAD
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/300/;EAD
fddijfioajofijdsa;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/409/;EAD
dfifjia;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/724/;EAD
dfkkap;Tecnologia da Informação;INTELIGÊNCIA ARTIFICIAL PARA SIMPLIFICAR O DIA A DIA;https://acad-inpi.github.io/black/enap-logo.png;4 h/a;https://www.escolavirtual.gov.br/curso/861;
kokokapoakpd;Tecnologia da Informação;INTERNET DAS COISAS (IOT) APLICADA PARA RESOLUÇÃO DE DESAFIOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/534;
kodksaosk;Tecnologia da Informação;INTELIGÊNCIA ARTIFICIAL NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/377;
dfkdpfkpoakdf;;AGENDA 2030 E OS OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL - TURMA 2 ;SENADO;24 h/a;https://saberes.senado.leg.br/course/view.php?id=2805;EAD
fddijfioajofijdsa;;ASSEDIO MORAL E SEXUAL NO TRABALHO - TURMA 2;SENADO;6 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2720;EAD
dfifjia;;DESENVOLVIMENTO DE EQUIPES - TURMA 2;SENADO;10 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2727;EAD
dfkkap;;ESTATUTO DA IGUALDADE RACIAL - TURMA 2;SENADO;6 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2737;EAD
kokokapoakpd;;ÉTICA E ADMINISTRAÇÃO PÚBLICA - TURMA 2;SENADO;40 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2738;EAD
kodksaosk;;EXCELÊNCIA NO ATENDIMENTO - Turma 2;SENADO;20 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2739;EAD
dfkdpfkpoakdf;;GESTÃO ESTRATÉGICA COM FOCO NA ADMININSTRAÇÃO PÚBLICA - TURMA 2;SENADO;40 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2742;EAD
fddijfioajofijdsa;;LEI DE ACESSO À INFORMAÇÃO - TURMA 2;SENADO;12 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2747;EAD
dfifjia;;LICITAÇÕES E CONTRATOS ADMINISTRATIVOS: UM OLHAR PARA A LEI 14.133 DE 2021;SENADO;60 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2774;EAD
dfkkap;;MEDIAÇÃO DO ENSINO E DA APRENDIZAGEM ON-LINE - TURMA 2;SENADO;60 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2774;EAD
kokokapoakpd;;ORÇAMENTO PÚBLICO AVANÇADO - TURMA 2;SENADO;60 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2753;EAD
kodksaosk;;OUVIDORIA NA ADMINISTRAÇÃO PÚBLICA - TURMA 2;SENADO;20 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2754;EAD
dfkdpfkpoakdf;;FUNDAMENTOS DA INTEGRAÇÃO REGIONAL;SENADO; h/a;;EAD
fddijfioajofijdsa;;RACISMO ESTRUTURAL E PRÁTICAS ANTIRRACISTAS - TURMA 2;SENADO;30 h/a;https://saberes.senado.leg.br/enrol/index.php?id=2760;EAD
dfifjia;;DESING THINKING;GEEad;20 h/a;https://mooc.cps.sp.gov.br/ead/course/view.php?id=11;ONLINE
dfkkap;;ESPANHOL BASICO;GEEad;40 h/a;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=15;ONLINE
kokokapoakpd;;GESTÃO DE CONFLITOS ;GEEad;30 h/a;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=7;ONLINE
kodksaosk;;GESTAO DE PESSOAS;GEEad;30 h/a;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=3;ONLINE
dfkdpfkpoakdf;;INGLES BASICO;GEEad;40 h/a;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=13;ONLINE
fddijfioajofijdsa;;GESTÃO DO TEMPO   ;GEEad;6 h/a;https://mooc.cps.sp.gov.br/ead/course/view.php?id=5;ONLINE
dfifjia;;MEDIAÇÃO EM EAD;GEEad;30 h/a;https://portalgeead.cps.sp.gov.br/mooc/;ONLINE
dfkkap;;PORTUGUES INTRUMENTAL;GEEad;30 h/a;https://mooc.cps.sp.gov.br/mooc21/login/index.php;ONLINE
kokokapoakpd;;ÉTICA E CIDADANIA;GEEad;50 h/a;https://mooc.cps.sp.gov.br/mooc21/login/index.php;ONLINE
kodksaosk;;LIDERAZO FEMININO: PONTENCIA TUS HABILIDADES E IMPULSA EL CAMBIO;IDB;2 h/a;https://cursos.iadb.org/en/temas/desarrollo-social/liderazgo-femenino-potencia-tus-habilidades-e-impulsa-el-cambio;VIRTUAL
dfkdpfkpoakdf;;ECONOMÍA DEL COMPORTAMIENTO PARA MEJORES POLÍTICAS PÚBLICAS - EDICIÓN 22;IDB;6 h/a;https://cursos.iadb.org/en/temas/economia-desarrollo/economia-comportamiento-mejores-politicas-publicas;VIRTUAL
fddijfioajofijdsa;;Inglês para Negócios e Empreendedorismo;COURSERA;31 h/a;https://www.coursera.org/learn/business;ONLINE
dfifjia;;HOW TO LEARN ONLINE;EDX; h/a;https://learning.edx.org/course/course-v1:edX+edx201+1T2020/home;ONLINE
dfkkap;;Aprendendo inglês;CAMBRIDGE;5 h/a;Activities for Learners | Learning English | Cambridge English;ONLINE
kokokapoakpd;;Tomando decisões;CAMBRIDGE;5 A 10 h/a;Tomando decisões | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
kodksaosk;;Muito, realmente ou absolutamente?;CAMBRIDGE;5 A 10 h/a;Muito, realmente ou absolutamente? | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
dfkdpfkpoakdf;;Equipamento de escritório;CAMBRIDGE;5 A 10 h/a;Equipamento de escritório | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
fddijfioajofijdsa;;NO TRABALHO;CAMBRIDGE;5 A 10 h/a;No trabalho | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
dfifjia;;MARCADORES DE DISCURSO;CAMBRIDGE;5 A 10 h/a;Marcadores de discurso | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
dfkkap;;COMUNICAÇÃO;CAMBRIDGE;10 h/a;Comunicação | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
kokokapoakpd;;O MUNDO DO TRABALHO;CAMBRIDGE;5 h/a;O mundo do trabalho | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
kodksaosk;;ESCRITA FORMAL E INFORMAL;CAMBRIDGE;5 h/a;Escrita formal e informal | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
dfkdpfkpoakdf;;DIALOGOS CURTOS;CAMBRIDGE;5 h/a;Diálogos curtos | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
fddijfioajofijdsa;;COMO ESCREVER UMA CARTA FORMAL;CAMBRIDGE;5 A 10 h/a;Como escrever uma carta formal | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org);ONLINE
dfifjia;;TREINAMENTO VIRTUAL: SAÚDE E ATIVIDADE FÍSICA;LEARNCAFE;9 h/a;Curso gratuito de Treinamento Virtual: Saúde e Atividade Física grátis - Curso online de Treinamento Virtual: Saúde e Atividade Física com certificado (learncafe.com);ONLINE
dfkkap;;FUNDAMENTOS DE EXERCÍCIO PARA A SAÚDE;LEARNCAFE;9 h/a;https://www.learncafe.com/cursos/fundamentos-de-exercicio-para-a-saude;ONLINE
kokokapoakpd;;A IMPORTÂNCIA DO EXERCICIO NA MANUTENÇÃO DA SAUDE;LEARNCAFE;9 h/a;Curso gratuito de A Importância do Exercício na Manutenção da Saúde grátis - Curso online de A Importância do Exercício na Manutenção da Saúde com certificado (learncafe.com);ONLINE
kodksaosk;;ESTRATÉGIAS ALIMENTARES PARA PREVINIR DOENÇAS;LEARNCAFE;9 h/a;Curso gratuito de Estratégias Alimentares para Prevenir Doenças grátis - Curso online de Estratégias Alimentares para Prevenir Doenças com certificado (learncafe.com);ONLINE
dfkdpfkpoakdf;;DIETA E SAUDE: ALIMENTAÇÃO COMO MEDICINA;LEARNCAFE;9 h/a;https://www.learncafe.com/cursos/dieta-e-saude-alimentacao-como-medicina;ONLINE
fddijfioajofijdsa;;SEGREDOS DA GASTRONOMIA: APRENDA A COZINHAR DE FORMA SAUDÁVEL;LEARNCAFE;10 h/a;Curso gratuito de Segredos da Gastronomia: Aprenda a Cozinhar de Forma Saudável grátis - Curso online de Segredos da Gastronomia: Aprenda a Cozinhar de Forma Saudável com certificado (learncafe.com);ONLINE
dfifjia;;ALIMENTAÇÃO FUNCIONAL: DESCUBRA OS BENEFICIOS DOS ALIMENTOS NATURAIS;LEARNCAFE;9 h/a;Curso gratuito de Alimentação Funcional: Descubra os benefícios dos alimentos naturais grátis - Curso online de Alimentação Funcional: Descubra os benefícios dos alimentos naturais com certificado (learncafe.com);ONLINE
dfkkap;;SEGREDOS DA ALIMENTAÇÃO SAUDÁVEL;LEARNCAFE;7 h/a;Curso gratuito de Segredos da Alimentação Saudável grátis - Curso online de Segredos da Alimentação Saudável com certificado (learncafe.com);ONLINE
kokokapoakpd;;ALIMENTAÇÃO INTELIGENTE: MITOS E VERDADES;LEARNCAFE;7 h/a;Curso gratuito de Alimentação Inteligente: Mitos e Verdades grátis - Curso online de Alimentação Inteligente: Mitos e Verdades com certificado (learncafe.com);ONLINE
kodksaosk;TECNOLOGIA DA INFORMAÇÃO;FUNDAMENTOS E APLICAÇÕES DA IA PARA O AGENTE PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;112 h/a;https://www.escolavirtual.gov.br/trilha/261;ONLINE
kokokapoakpd;TECNOLOGIA DA INFORMAÇÃO;FUNDAMENTOS E APLICAÇÕES DA IA PARA O AGENTE PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;112 h/a;https://www.escolavirtual.gov.br/trilha/261;ONLINE
